імдесят,імдесят
суду,суд
апеляційного,апеляційний
суду,суд
місцевих,місцевий
загаль,загаль
них,вони
судів,суд
які,який
відповідно,відповідно
до,до
Конституції,конституція
України,Україна
на,на
професійній,професійнія
осно,осно
ві,ві
уповноважені,уповноважений
здійснювати,здійснювати
правосуддя,правосуддя
а,а
також,також
присяжний,присяжний
9,9
Потім,потім
цей,цей
текст,текст
доповнюється,доповнюється
текстом,текст
поправки,поправки
168,168
який,який
я,я
зачитав,зачитава
ГОЛОВУЮЧИЙ,головуючий
Колеги,Колеги
прошу,просити
займати,займат
робочі,робоча
місця,місце
Шум,шум
у,у
залі,зал
Отже,отже
з,з
араз,араз
я,я
поставлю,поставити
на,на
голосування,голосування
другу,другий
редакцію,редакція
яку,який
озвучив,озвучив
представник,представник
комітету,комітет
Колеги,Колеги
можливо,можливо
обміняємося,обмінятьося
думками,думка
Тому,тому
що,що
ми,ми
дуже,дуже
ризикуємо,ризикуємо
не,не
підтримати,підтримати
вимоги,вимога
МВФ,МВФ
Шум,шум
у,у
залі,зал
Прошу,прош
записатися,записатися
на,на
обмін,обмін
думками,думка
щоб,щоб
знати,знати
як,як
діяти,диять
далі,далі
Це,це
дуже,дуже
важ,важ
ливі,ливі
поправки,поправки
Від,від
фракції,фракція
Блок,блок
Петра,петра
Порошенка,Порошенко
слово,слово
має,мати
Артур,артур
Герасимов,герасимова
Будь,бути
ласка,ласка
1,1
хвилина,хвилина
Приготуватися,приготуватися
Бурбаку,бурбак
ГЕРАСИМОВ,герасима
А,а
В,в
голова,голова
підкомітету,підкомітет
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
національної,національний
безпеки,безпека
і,і
оборони,оборона
загально,загально
державний,державний
баг,би
атомандатний,атомандатний
виборчий,виборчий
округ,окр
партія,партія
Блок,блок
Петра,петра
Порошенка,Порошенко
Шановний,шановний
Андрію,Андрій
Володимировичу,володимирович
Шановні,шановний
колеги,колега
Усі,увесь
в,в
тому,тому
числі,число
й,й
ті,той
хто,хто
мав,мати
відношення,відношення
до,до
опрацювання,опрацювання
цього,цей
законопроекту,законопроект
до,до
другого,другий
читання,читання
знають,знати
що,що
наші,наш
міжнародні,міжнародні
парт,парт
нери,нери
в,в
документах,документ
дали,дати
wording,wording
так,так
званий,званий
опис,опис
того,те
як,як
має,мати
вигля,вигля
дати,дати
ця,цей
поправка,поправка
Тобто,тобто
дуже,дуже
чітко,чітко
вказали,вказали
що,що
ми,ми
маємо,мати
повернутися,повернутися
до,до
першої,перший
редакції,редакція
запропонованої,запропонований
Президентом,президент
України,Україна
Тому,тому
шановні,шановня
колеги,колега
ми,ми
будемо,бути
підтримувати,підтримувати
поправку,поправка
160,160
і,і
168,168
але,але
в,в
редакції,редакція
п,п.
ершого,ерше
читання,читання
законопроекту,законопроект
тому,тому
що,що
саме,саме
це,це
було,бути
погоджено,погоджено
з,з
міжнародними,міжнародний
партнерами,партнер
і,і
наскільки,наскільки
я,я
знаю,знати
за,за
фіксовано,фіксовано
письмово,письмово
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Від,від
фракції,фракція
Народний,народний
фронт,фронт
до,до
слова,слово
запрошується,запрошується
Максим,макси
Бурбак,бурбак
Будь,бути
ласка,ласка
БУРБАК,бурбак
М,М.
Ю,Ю
перший,перший
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
у,у
справах,справа
ветеранів,ветеран
учасників,учасник
бойових,бойовий
дій,дія
учасників,учасник
антитерористичної,антитерористична
операції,операція
та,та
людей,людина
з,з
інвалідністю,інвалідність
одномандат,одномандат
ний,ний
виборчий,виборчий
округ,окр
№,№
204,204
Чернівецька,чернівецький
область,область
політична,політична
партія,партія
Народний,народний
фронт,фронт
Шан,шан
овні,овень
колеги,колега
Сьогодні,сьогодні
ми,ми
маємо,мати
виправити,виправит
помилку,помилка
яку,який
нещодавно,нещодавно
було,бути
зроблено,зробити
парламентом,парламент
привести,привест
10,10
норми,норма
Закону,закон
Про,про
Вищий,вищий
антикорупційний,антикорупційний
суд,суд
у,у
відповідність,відповідність
до,до
пропозицій,пропозиція
наших,наш
міжнародних,міжнародний
партнерів,партнер
Мушу,муша
сказати,сказати
співпраця,співпраця
з,з
міжнародними,міжнародний
фінансовим,фінансовий
и,и
організаціями,організація
завадить,завадить
економічному,економічний
колапсу,колапса
який,який
може,могти
настати,настати
в,в
країні,країна
восени,восени
цього,цей
року,рік
Тому,тому
шановні,шановня
колеги,колега
давайте,давати
всі,весь
заспокоїмося,заспокоїмося
зосередимося,зосередимося
і,і
проголосуємо,проголосуємо
за,за
ту,той
редакцію,редакція
яка,який
була,бути
запропонована,запропонована
автором,автор
зако,зако
нопроекту,нопроект
та,та
погоджена,погоджена
профільним,профільний
комітетом,комітет
для,для
того,те
щоб,щоб
ми,ми
вийшли,вийти
на,на
позитивне,позитивне
рішення,рішення
у,у
понад,понад
226,226
голосів,голос
і,і
могли,могти
продов,продов
жити,жити
співпрацю,співпраця
з,з
нашими,наші
міжнародними,міжнародний
фінансовими,фінансов
організаціями,організація
і,і
партнерами,партнер
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
вам,ви
Від,від
фракції,фракція
Опозиційний,опозиційний
блок,блок
Долженков,долженков
Будь,бути
ласка,ласка
1,1
хвилина,хвилина
ДОЛЖЕНКОВ,долженко
О,О.
В,в
голова,голова
підкомітету,підкомітет
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
податкової,податковий
та,та
митної,митний
політики,політика
загально,загально
державний,державний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Опозиційний,опозиційний
блок,блок
Шановні,шановний
українські,український
громадяни,громадянин
Я,я
насамперед,насамперед
зверт,зверт
аюся,аюся
до,до
вас,ви
а,а
не,не
до,до
цього,цей
залу,зал
Наразі,наразі
ви,ви
можете,могти
спостерігати,спостерігат
за,за
цим,цей
театром,театр
абсурду,абсурд
цією,цей
профанацією,профанація
яка,який
відбувається,відбуватися
навколо,навколо
го,го
лосування,лосування
щодо,щодо
антикорупційного,антикорупційне
суду,суд
Половина,половина
норм,норма
законопроек,законопроек
ту,той
зачитується,зачитується
з,з
голосу,голос
пропонуються,пропонуються
якісь,якийсь
поправки,поправки
Я,я
сам,сам
за,за
фахом,фах
юрист,юрист
але,але
не,не
все,все
розумію,розуміти
що,що
пропонується,пропонується
з,з
голосу,голос
і,і
впевнений,впевнений
що,що
більшість,більшість
депутатів,депутат
у,у
залі,зал
яка,який
натискає,натискає
на,на
зелені,зелений
кнопки,кнопки
підтриму,підтрим
ючи,ючи
ці,цей
пропозиції,пропозиція
з,з
голосу,голос
також,також
мало,мало
що,що
розуміє,розуміти
А,а
суть,суть
полягає,полягати
в,в
тому,тому
що,що
в,в
нас,ми
у,у
принципі,принципі
немає,немати
жодно,жодно
го,го
ба,ба
жання,жання
боротися,боротися
з,з
корупцією,корупція
Більше,більше
того,те
немає,немати
бажання,бажання
створювати,створювати
незалежну,незалежна
антикорупційну,антикорупційна
інституцію,інституція
Тому,тому
фракція,фракція
Опозиційний,опозиційний
блок,блок
у,у
цьому,це
фарсі,фарса
не,не
буде,бути
брати,брати
участі,участь
і,і
знову,знову
таки,таки
наголошує,наголошувати
на,на
тому,тому
що,що
необхідно,необхідно
дотримуватися,дотримуватися
процедури,процедура
встановле,встановле
ної,вона
Регла,регла
ментом,мент
а,а
не,не
обґрунтовувати,обґрунтовувати
свої,свій
дії,дія
необхідністю,необхідність
створення,створення
незалеж,незалеж
ної,вона
інституції,інституція
яка,який
мала,мати
б,б
формуватися,формуватися
не,не
під,під
диктовку,диктовка
Міжнародного,міжнародний
валютного,валютний
фонду,фонд
а,а
за,за
участі,участь
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
11,11
Наголошую,наголошуя
що,що
Алєксєєв,алєксєєв
зачитав,зачитава
редакцію,редакція
поправк,поправк
и,и
168,168
яка,який
є,бути
в,в
таблиці,таблиця
а,а
не,не
змінен,змінна
у,у
Від,від
фракції,фракція
Радикальної,радикальна
партії,партія
Олег,Олег
Ляшко,ляшко
Будь,бути
ласка,ласка
ЛЯШКО,ляшко
О,О.
В,в
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
податкової,податковий
та,та
митної,митний
політики,політика
загальнодержавний,загальнодержавний
багатомандат,багатомандат
ний,ний
виборчий,виборчий
округ,окр
Радикальна,радикальна
партія,партія
Олега,олега
Ляшка,ляшко
Я,я
звертаюся,звертаюся
до,до
колег,колега
народних,народний
депутатів,депутат
Згадаєте,згадаєте
мої,мій
слова,слово
що,що
колись,колись
вам,ви
буде,бути
соромно,соромно
за,за
те,те
що,що
ви,ви
кажете,казати
з,з
найвищої,найвищий
парламентської,парламентська
трибуни,трибуна
цей,цей
текст,текст
законопроекту,законопроект
узгоджений,узгоджений
з,з
МВФ,МВФ
міжнародними,міжнародний
партнерами,партнер
ще,ще
з,з
кимось,химост
Коли,коли
ви,ви
з,з
українцями,українець
будете,бути
узго,узго
джувати,джуват
Коли,коли
ви,ви
зга,зга
даєте,даєте
що,що
ви,ви
парламент,парламент
України,Україна
а,а
не,не
філія,філія
Міжнародного,міжнародний
валютного,валютний
фонду,фонд
Ви,ви
розказуєте,розказуєте
що,що
нам,ми
потрібні,потрібний
ці,цей
закони,закон
для,для
того,те
щоб,щоб
уникнути,уникнути
економічного,економічний
колапсу,колапса
Економічного,економічний
колапсу,колапса
ми,ми
уникнемо,уникне
якщо,якщо
ра,ра
дикально,дикально
змінимо,змінимо
ек,ек
ономічну,ономічна
політику,політика
повернемо,повернемо
людей,людина
додому,додому
будемо,бути
відновлювати,відновлювати
власну,власний
економіку,економіка
українці,українець
зароблятимуть,зароблятимуть
у,у
рід,рід
ній,вона
країні,країна
Україною,Україна
не,не
керуватимуть,керуватимуть
маріонетки,маріонетка
ззовні,ззовня
Україною,Україна
повинні,повинний
керувати,керувати
українці,українець
Українці,українець
мають,мати
достойно,достойно
жити,жити
у,у
своїй,свій
країні,країна
і,і
закони,закон
треба,треба
приймати,приймати
для,для
українців,українець
а,а
не,не
для,для
МВФ,МВФ
чи,чи
ще,ще
для,для
когось,хтось
Ви,ви
принижуєте,принижуєте
Україну,Україна
Ви,ви
принижуєте,принижуєте
кож,кож
ного,він
українця,українця
коли,коли
ставите,ставите
ГОЛОВУЮЧИЙ,головуючий
Від,від
фракції,фракція
Батьківщина,батьківщина
слово,слово
має,мати
Сергій,Сергій
Власенко,власенко
Будь,бути
ласка,ласка
ВЛАСЕНКО,власенко
С,С.
В,в
голова,голова
Комітету,комітет
Вер,Вер
ховної,ховна
Ради,рада
України,Україна
з,з
питань,питання
державного,державний
будівництва,будівництво
регіональної,регіональний
політики,політика
та,та
місцево,місцево
го,го
самоврядування,самоврядування
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Всеукраїнське,всеукраїнське
об’єднання,об’єднання
Батьківщина,батьківщина
Дякую,дякувати
шановний,шановний
Андрію,Андрій
Володимировичу,володимирович
Шановні,шановний
колеги,колега
Остання,останній
редакція,редакція
яку,який
зачитав,зачитава
представник,представник
комітету,комітет
по,по
-перше,-перше
відтворює,відтворювати
редакцію,редакція
першого,перший
читання,читання
чого,що
хоче,хотіти
фракція,фракція
БПП,бпп
а,а
по,по
друге,другий
розв’язує,розв’язує
штучну,штучн
колізію,колізія
яка,який
з’являється,з’являтися
якщо,якщо
ми,ми
автоматично,автоматично
умовно,умовно
кажучи,казати
відмовимо,відмовимо
редакцію,редакція
першого,перший
читання,читання
12,12
Тому,тому
щоб,щоб
повернутися,повернутися
в,в
коректний,коректний
спосіб,спосіб
до,до
редакції,редакція
першого,перший
читання,читання
а,а
саме,саме
цього,цей
хоче,хотіти
діючий,діючий
парламент,парламент
треба,треба
підтримати,підтримати
те,те
що,що
останнє,останній
зачитав,зачитава
Алєксєєв,алєксєєв
Це,це
узгоджено,узгоджено
з,з
Головним,головне
юридичним,юридичний
управлінням,управління
Апарату,апарат
Верховної,верховний
Ради,рада
України,Україна
вивірено,вивірено
предс,предс
тав,тав
никами,ник
фракцій,фракція
і,і
відповідає,відповідати
поверненню,повернення
до,до
редакції,редакція
першого,перший
читан,читан
ня,ня
Тут,тут
немає,немати
жодних,жодний
проблем,пробле
Ця,цей
колізія,колізія
виникла,виникла
у,у
зв’язку,зв’язок
з,з
тим,те
що,що
прийнятий,прийнятий
закон,закон
розбалансований,розбалансований
порівняно,порівняно
з,з
першим,перший
читанням,читання
і,і
треба,треба
зробити,зробити
технічну,технічна
правку,правка
не,не
більше,більше
того,те
яка,який
бу,бу
ла,ла
озвучена,озвучен
представником,представник
комітету,комітет
з,з
трибуни,трибуна
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
вам,ви
Від,від
фракції,фракція
Самопоміч,Самопоміч
слово,слово
має,мати
Єгор,єгор
Соболєв,соболєв
Будь,бути
ласка,ласка
1,1
хвилина,хвилина
СОБОЛЄВ,соболщо
Є,бути
В,в
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
запобігання,запобігання
і,і
протидії,протидія
корупції,корупція
загальнодерж,загальнодерж
авний,авний
багато,багато
мандатний,мандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Об’єднання,об’єднання
Самопо,самопо
міч,міч
Звертаємо,звертай
увагу,увага
народних,народний
депутатів,депутат
що,що
один,один
раз,раз
парламент,парламент
вже,вже
намагалися,намагатися
обманути,обманути
і,і
закінчилося,закінчитися
це,це
тим,те
що,що
суспільство,суспільство
і,і
наші,наш
міжнародні,міжнародні
партнери,партнери
побачили,побачити
цей,цей
обман,обман
і,і
сказ,сказ
али,али
що,що
вони,вони
його,його
не,не
приймають,приймати
Поправка,поправка
зачитана,зачитана
Алєксєєвим,алєксєєв
є,бути
результатом,результат
дуже,дуже
серйозного,серйозний
уважного,уважне
вивірення,вивірення
всього,все
закону,закон
щоб,щоб
не,не
було,бути
маніпуляцій,маніпуляція
І,і
коли,коли
зараз,зараз
представниця,представниця
Президента,президент
кричить,кричати
страшним,страшний
голосом,голос
нєт,нєт
це,це
будуть,бути
наслідки,наслідок
для,для
Президента,президент
і,і
всіх,весь
хто,хто
знову,знову
спробує,спробує
ввести,ввести
парламент,парламент
в,в
оману,омана
Запропонована,запропонована
поправка,поправка
дуже,дуже
проста,проста
усі,увесь
справи,справа
підсудні,підсудні
антикорупційному,антикорупційне
суду,суд
подаються,подаються
до,до
Вищого,вище
антикорупційного,антикорупційне
суду,суд
з,з
моменту,момент
його,його
утворення,утворення
Усе,усе
Дуже,дуже
ясне,ясний
і,і
чітке,чітке
рішення,рішення
в,в
чому,чому
власне,власне
кажучи,казати
і,і
полягала,полягати
ідея,ідея
створення,створення
антикорупційного,антикорупційне
суду,суд
Не,не
дозволяйте,дозволяйте
знову,знову
витирати,витирать
об,об
себе,себе
ноги,нога
ГОЛОВУЮЧИЙ,головуючий
Від,від
групи,група
Воля,воля
народу,народ
виступає,виступати
Шахов,шахов
Будь,бути
ласка,ласка
13,13
ШАХОВ,шахов
С,С.
В,в
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
Регламенту,регламент
та,та
організації,організація
роботи,робота
Верховно,верховно
ї,ї
Ради,рада
України,Україна
одноман,одноман
датний,датний
виборчий,виборчий
округ,окр
№,№
114,114
Луганська,луганська
область,область
політична,політична
партія,партія
Наш,наш
край,край
Група,група
Воля,воля
народу,народ
політична,політична
партія,партія
Наш,наш
край,край
Шановні,шановний
колеги,колега
Група,група
Воля,воля
народу,народ
підтримувала,підтримувала
прийняття,прийняття
за,за
конів,кін
і,і
щодо,щодо
Вищого,вище
антикорупційного,антикорупційне
суду,суд
і,і
НАЗК,назк
і,і
ДБР,ДБР
і,і
НАБУ,НАБУ
і,і
САП,САП
Тому,тому
в,в
цілому,ціле
ми,ми
будемо,бути
голосувати,голосуват
і,і
за,за
цей,цей
законопроект,законопроект
бо,бо
антикорупційні,антикорупційня
органи,орган
потрібні,потрібний
нашій,наш
державі,держава
Але,але
через,через
поправки,поправки
узурповувати,узурповават
владу,влада
не,не
може,могти
ніхто,ніхто
в,в
той,той
час,час
коли,коли
під,під
стінами,стіна
Міні,міні
стерства,стерство
енергетики,енергетики
та,та
вугільної,вугільна
промисловості,промисловість
стоять,стояти
шахтарі,шахтар
і,і
ви,ви
магають,магають
виплати,виплата
зарплати,зарплата
бо,бо
не,не
мають,мати
за,за
що,що
годувати,годувати
свою,свій
сім’ю,сім’я
зібрати,зібрат
дітей,дитина
до,до
школи,школа
на,на
новий,новий
навчальний,навчальний
рік,рік
Воля,воля
народу,народ
Наш,наш
край,край
вимагаємо,вимагаємо
щоб,щоб
сьогодні,сьогодні
міністр,міністр
Насалик,насалик
прийшов,прийти
сюди,сюди
і,і
пояснив,пояснити
чому,чому
й,й
досі,досі
не,не
ви,ви
платили,платили
1,1
5,5
мільярда,мільярд
гривень,гривня
зарплати,зарплата
шахтарям,шахтар
чому,чому
газовики,газовики
нарахували,нарахували
собі,себе
премію,премія
46,46
мільйонів,мільйон
доларів,долар
яка,який
могла,могти
б,б
піти,піти
на,на
зарплати,зарплата
шахтарям,шахтар
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Від,від
групи,група
Партія,партія
Відродження,відродження
хтось,хтось
буде,бути
виступати,виступати
Ні,ні
Колеги,Колеги
прошу,просити
зайти,зайти
до,до
залу,зал
Зараз,зараз
заступник,заступник
голови,голова
Комітету,комітет
з,з
питань,питання
правової,правова
політики,політика
та,та
правосуддя,правосуддя
Алєксєєв,алєксєєв
Сергій,Сергій
Олегович,олегович
озвучить,озвучить
пропозицію,пропозиція
яку,який
запропонує,запропонувати
поставити,поставити
на,на
голосування,голосування
Будь,бути
ласка,ласка
Сергію,сергія
Олеговичу,олегович
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Колеги,Колеги
перший,перший
раз,раз
ми,ми
голосували,голосувати
за,за
поправ,поправ
ку,ку
168,168
яка,який
повністю,повністю
відповідає,відповідати
wording,wording
першої,перший
редакції,редакція
президент,президент
ського,ське
законопроекту,законопроект
чого,що
вимагає,вимагати
МВФ,МВФ
Потім,потім
я,я
озвучив,озвучив
редакцію,редакція
поправки,поправки
доповнену,доповнена
колегами,колега
конкретизація,конкретизація
назв,назва
судів,суд
терміни,термін
і,і
таке,такий
інше,інше
що,що
по,по
суті,суть
те,те
саме,саме
але,але
текст,текст
wording,wording
різний,різний
Я,я
пропоную,пропонувати
поставити,поставити
на,на
голосування,голосування
поправку,поправка
168,168
з,з
тим,те
доповненням,доповнення
що,що
я,я
зачитав,зачитава
Можливо,можливо
вона,вона
набере,набрати
необхідну,необхідний
кількість,кількість
голосів,голос
Шум,шум
у,у
залі,зал
Той,той
текст,текст
який,який
я,я
зачитав,зачитава
з,з
доповненнями,доповнення
де,де
є,бути
визначення,визначення
що,що
таке,такий
14,14
ГОЛОВУЮЧИЙ,головуючий
На,на
пропозицію,пропозиція
Алєксєєва,Алєксєєв
Сергія,Сергій
Олеговича,олегович
я,я
поставлю,поставити
на,на
голосування,голосування
поправку,поправка
168,168
яку,який
він,він
зачитав,зачитава
для,для
стено,стено
грами,гра
другий,другий
раз,раз
Зрозуміла,зрозуміл
пропозиція,пропозиція
Зрозуміла,зрозуміл
Колеги,Колеги
прошу,просити
зайняти,зайняти
робочі,робоча
місця,місце
і,і
приготуватися,приготуватися
до,до
голосу,голос
вання,вання
Це,це
ті,той
поправки,поправки
про,про
які,який
ми,ми
говорили,говорити
щодо,щодо
співпраці,співпраця
з,з
нашими,наші
партнерами,партнер
Прошу,прош
кожного,кожний
уважно,уважно
голосувати,голосуват
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
168,168
в,в
редакції,редакція
яку,який
вдруге,вдруге
зачитав,зачитава
Алєксєєв,алєксєєв
Сергій,Сергій
Олегович,олегович
Прошу,прош
голосувати,голосуват
Кожен,кожний
голос,голос
має,мати
значення,значення
Голосуємо,голосує
відповідально,відповідально
і,і
уважно,уважно
За,за
204,204
Не,не
встигли,встигли
Я,я
ще,ще
раз,раз
по,по
ставлю,ставель
Покажіть,покажіть
по,по
фракціях,фракція
і,і
групах,група
Блок,блок
Петра,петра
Порошенка,Порошенко
89,89
Народний,народний
фронт,фронт
47,47
Опозиційний,опозиційний
блок,блок
0,0
Самопоміч,Самопоміч
21,21
Радикальної,радикальна
партії,партія
Олега,олега
Ляшка,ляшко
3,3
Батьківщина,батьківщина
11,11
Воля,воля
народу,народ
5,5
Партія,партія
Відрод,відрод
ження,ження
2,2
позафракційні,позафракційня
26,26
Колеги,Колеги
якби,якби
всі,весь
розуміли,розуміти
наслідки,наслідок
голосування,голосування
можливо,можливо
воно,воно
було,бути
б,б
результативнішим,результативніший
Я,я
звертаюся,звертаюся
до,до
всіх,весь
груп,група
і,і
фракцій,фракція
з,з
проханням,прохання
усе,усе
проаналізувати,проаналізуват
Зараз,зараз
я,я
поставлю,поставити
ще,ще
раз,раз
на,на
голосування,голосування
Прошу,прош
всіх,весь
про,про
аналізувати,аналізувати
і,і
проголосувати,проголосувати
Усі,увесь
побачили,побачити
результат,результат
Колеги,Колеги
зараз,зараз
я,я
ще,ще
раз,раз
поставлю,поставити
на,на
голосування,голосування
Звертаюся,звертаюся
до,до
всіх,весь
фракцій,фракція
і,і
груп,група
з,з
проханням,прохання
розуміти,розуміти
відповідальність,відповідальність
даного,даний
голосування,голосування
Отже,отже
колеги,колега
ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
168,168
в,в
редакції,редакція
яку,який
зачитав,зачитава
Алєксєєв,алєксєєв
Сергій,Сергій
Олегович,олегович
вдр,вдр
уге,уге
підтримана,підтримана
всіма,весь
фракціями,фракція
Прошу,прош
голосувати,голосуват
Це,це
є,бути
ключова,ключова
відповідальна,відповідальна
поправка,поправка
Прошу,прош
голосувати,голосуват
Кожен,кожний
голос,голос
важливий,важливий
Голосуємо,голосує
ГОЛОС,голос
ІЗ,ІЗ
ЗАЛУ,залу
За,за
повернення,повернення
ГОЛОВУЮЧИЙ,головуючий
Так,так
голосуємо,голосує
за,за
повернення,повернення
до,до
розгляду,розгляд
поправки,поправки
168,168
За,за
216,216
Ще,ще
не,не
всі,весь
підійшли,підійшли
Прошу,прош
запросити,запросити
депутатів,депутат
до,до
залу,зал
15,15
Колеги,Колеги
запросіть,запросіть
депутатів,депутат
до,до
залу,зал
Бракує,бракує
10,10
голосів,голос
Я,я
даю,да
30,30
секунд,секунда
Сергію,сергія
Олеговичу,олегович
Алєксєєву,алєксєєва
для,для
репліки,репліки
Запросіть,запросіть
депутатів,депутат
до,до
залу,зал
Бракує,бракує
10,10
голосів,голос
Будь,бути
ласка,ласка
Сергію,сергія
АЛЄКСЄЄВ,алєксєєв
С,С.
О,О.
Шановн,шановн
і,і
колеги,колега
Законопроект,законопроект
без,без
цієї,цей
по,по
правки,правка
не,не
запрацює,запрацює
Якщо,якщо
ми,ми
результативно,результативно
не,не
проголосуємо,проголосуємо
за,за
неї,вона
марно,марно
витратили,витратили
час,час
сьогодні,сьогодні
і,і
тоді,тоді
коли,коли
доопрацьовували,доопрацьовували
Прошу,прош
підтримати,підтримати
цю,цей
поправку,поправка
тому,тому
що,що
це,це
важливий,важливий
законопроект,законопроект
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Прошу,прош
всіх,весь
зайняти,зайняти
робочі,робоча
місця,місце
Вітаємо,вітати
в,в
залі,зал
Прем’єр,прем’єрний
міністра,міністр
України,Україна
Володимира,Володимир
Борисовича,борисович
Гройсмана,гройсман
Колеги,Колеги
наголошую,наголошувати
поправка,поправка
168,168
є,бути
ключовою,ключова
в,в
тій,той
редакції,редакція
яку,який
зачитав,зачитава
Алєксєєв,алєксєєв
Сергій,Сергій
Олегович,олегович
Неголосування,неголосування
може,могти
спричинити,спричинити
для,для
країни,країна
надто,надто
великі,великий
н,н
аслідки,аслідки
Зараз,зараз
я,я
зачитаю,зачити
результати,результат
голосування,голосування
по,по
фракціях,фракція
і,і
групах,група
Блок,блок
Петра,петра
Порошенка,Порошенко
92,92
можна,можна
більше,більше
Народний,народний
фронт,фронт
51,51
можна,можна
більше,більше
Опозиційний,опозиційний
блок,блок
0,0
Самопоміч,Самопоміч
21,21
думаю,думати
можна,можна
витягнути,витягнути
більше,більше
Радикальної,радикальна
партії,партія
Олега,олега
Ляш,ляш
ка,ка
1,1
Батьківщина,батьківщина
12,12
можна,можна
більше,більше
Воля,воля
народу,народ
5,5
можна,можна
більше,більше
Партія,партія
Відродження,відродження
7,7
позафракційні,позафракційня
27,27
Шум,шум
у,у
залі,зал
Я,я
стверджую,стверджуя
в,в
залі,зал
більше,більше
присутніх,присутні
людей,людина
Колеги,Колеги
ставиться,ставиться
на,на
голосування,голосування
пропозиція,пропозиція
про,про
повернення,повернення
до,до
розгляду,розгляд
поп,поп
равки,равка
168,168
в,в
редакції,редакція
зачитаній,зачитанія
Алєксєєвим,алєксєєв
Прошу,прош
всіх,весь
проголосувати,проголосувати
Голосуємо,голосує
Кожен,кожний
голос,голос
важливий,важливий
Голосуємо,голосує
За,за
223,223
Три,три
голоси,голос
Ми,ми
близькі,близький
до,до
цілі,цілий
Три,три
народних,народний
депутати,депутат
будь,бути
ласка,ласка
не,не
виходьте,виходьте
із,із
залу,зал
Прошу,прош
повернутися,повернутися
до,до
залу,зал
Ми,ми
не,не
можемо,могти
ч,ч.
ерез,ерез
недисциплінованість,недисциплінованість
трьох,три
депутатів,депутат
ставити,ставити
під,під
ризик,ризик
долю,доля
країни,країна
Я,я
прошу,просити
запросити,запросити
депутатів,депутат
до,до
залу,зал
Прошу,прош
всі,весь
